ï»¿id,question_id,timestamp,concept,sub_concept,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_option,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,model_used,source,relevance,bloom_score,accuracy,explainability,bloom_level.1,justification,bloom_mismatch,topic,topic_inferred
,749.0,xxx,J3 Ã¢â¬â Control Flow & Loops,"J3.1.2 Use logical operators &&, $\vert\vert$, ! in composite conditions",Apply,"Given $x=3$, what is the result of the expression: $(x > 5) \vert\vert (x < 10)$?",TRUE,FALSE,Error,8,A,"Correct. $(3 > 5)$ is false, but $(3 < 10)$ is true. False $\vert\vert$ True is True2222.",Incorrect. Only one side needs to be true for OR.,The expression is valid.,The expression returns a boolean value.,"The logical OR operator ($\vert\vert$) returns true if at least one of its operands is true3. Since $3 < 10$ is true, the entire expression is true.",,,,,,,,,,Loops,Loops
,750.0,xxx,J3 Ã¢â¬â Control Flow & Loops,"J3.1.2 Use logical operators &&, $\vert\vert$, ! in composite conditions",Apply,"

```java
Given $a=1, b=2, c=3$, evaluate: $(a == b) \text{ \&\& } !(b > c)$
```",TRUE,FALSE,1,2,B,Incorrect. The first condition is false.,"

```java
Correct. $(1==2)$ is False. False $\text{ \&\& }$ (anything) is False44.
```",The expression returns a boolean value.,The expression returns a boolean value.,"

```java
The logical AND operator ($\text{\&\&}$) requires both operands to be true. Since $(a == b)$ is false, the entire expression evaluates to false5.
```",,,,,,,,,,Loops,Loops
,755.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.2.1 Translate a simple decision description into if/else code,Apply,"Which structure correctly executes code block A if $x$ is positive, and code block B if $x$ is zero or negative?",if (x < 0) {B} else {A},if (x > 0) {A} else {B},if (x != 0) {A} else {B},if (x = 0) {B} else {A},B,"This executes A if $x=0$, which is wrong.","Correct. x > 0 covers positive, and else covers all other cases (zero or negative).","This executes A if $x$ is negative, which is wrong.","This uses the assignment operator (=), causing a compilation error.","The if condition should check for the positive case, $x > 0$, to run block A. The else block then captures all remaining possibilities: $x=0$ and $x < 0$ (negative)15151515.",,,,,,,,,,Loops,Loops
,756.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.2.2 Trace execution of chained ifÃ¢â¬âelse-if blocks,Apply,"

```java
If $x=10$, how many of the following code blocks will execute? if (x > 5) {1} else if (x > 10) {2} else {3}
```",1 (Block 1 only),2 (Blocks 1 and 2),"3 (Blocks 1, 2, and 3)",0,A,"Correct. Block 1 executes (10>5), and the chain stops16.",Incorrect. The chain stops after the first true condition.,Incorrect.,Incorrect.,"In a chained if-else if-else structure, only one block is executed: the one corresponding to the first true condition17. Since $x > 5$ is true, only Block 1 executes.",,,,,,,,,,Loops,Loops
,758.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.2.3 Avoid common equality/assignment mistakes (if (x = 5)),Apply,"

```java
What is the outcome of the following code snippet? int x = 1; if (x = 5) {System.out.println(""foo"");}
```","Prints ""foo"" and $x$ remains 1.","Prints ""foo"" and $x$ becomes 5.",Compilation error (Type Mismatch).,Runtime error.,C,"This is true in languages like C/C++, but Java's if condition must be a boolean.","This is true in languages like C/C++, but Java's if condition must be a boolean.","Correct. The assignment operator returns an int (5), which cannot be used as a boolean condition in Java2020.",The error is detected at compile time.,"The assignment operator (=) returns the assigned value, which is an int (5)21212121. Java requires the condition inside the if statement to be a boolean, leading to a compilation error (type mismatch)22.",,,,,,,,,,Loops,Loops
,761.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.3.2 Refactor simple if-else into ternary safely,Apply,"

```java
Which ternary expression is equivalent to the following if-else block? if (score >= 60) {grade = 'P';} else {grade = 'F';}
```",(score >= 60) ? grade = 'P' : grade = 'F';,grade = (score >= 60) ? 'P' : 'F';,grade = 'P' ? (score >= 60) : 'F';,(score >= 60) : 'P' ? 'F';,B,Incorrect use of assignment within the ternary result block.,"Correct. The assignment is done once, and the ternary provides the result value.",Incorrect syntax and logic flow.,Incorrect syntax.,"

```java
The variable assignment should wrap the entire ternary expression. The correct format is variable = (condition) ? result\_if\_true : result\_if\_false;27.
```",,,,,,,,,,Loops,Loops
,762.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.1 Trace while loop execution given code and initial state,Apply,"

```java
Given: int i = 0; while (i < 3) {i++; System.out.print(i);}. What is the output?
```",123,12,1234,123,A,"Correct. Loop runs for $i=0, 1, 2$. Prints $1, 2, 3$.",Loop condition is checked before the print statement.,Loop terminates after $i=3$.,Incorrect starting value.,"The loop runs as long as $i < 3$. Inside the loop, $i$ is incremented before being printed. It prints 1 (when $i=1$), 2 (when $i=2$), and 3 (when $i=3$), then terminates28.",,,,,,,,,,Loops,Loops
,764.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.3 Trace do-while and contrast with while,Apply,What is the key functional difference between a while loop and a do-while loop?,while is guaranteed to run at least once; do-while is not.,do-while checks the condition at the top; while checks at the bottom.,"do-while is guaranteed to run at least once, even if the condition is initially false.",while loops are used for counting; do-while loops are used for input validation.,C,Incorrect. while loops might run zero times.,Incorrect. do-while checks at the bottom (after the first iteration).,Correct. do-while ensures the body is executed before the first condition check31.,They can both be used for both purposes.,A do-while loop guarantees that the loop body will be executed at least once because the condition is checked only after the first iteration32.,,,,,,,,,,Loops,Loops
,765.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.4 Detect infinite loops from code patterns,Apply,Which loop is an infinite loop?,int i=10; while(i>0) {i--;},int i=0; while(i<10) {i++;},int i=1; while(i>0) {i++;},int i=0; while(i>0) {i++;},C,The condition $i>0$ will eventually become false.,The condition $i<10$ will eventually become false.,"Correct. $i$ starts at 1 and increases indefinitely, keeping $i>0$ always true.","

```java
The condition $i>0$ is initially false; the loop never runs.
```","An infinite loop occurs when the loop condition can never be false. Here, since $i$ starts positive and is only incremented, $i > 0$ will always remain true.",,,,,,,,,,Loops,Loops
,766.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.5.1 Map between while and equivalent for loop forms,Apply,"

```java
Which for loop is equivalent to the while loop: int i=0; while (i<5) {System.out.println(i); i++;}?
```",for (int i=1; i<=5; i++) {System.out.println(i-1);},for (int i=0; i<5; i++) {System.out.println(i);},for (int i=0; i<5; i--) {System.out.println(i);},for (int i=0; i<5; i++) {i++; System.out.println(i);},B,"This prints $0, 1, 2, 3, 4$ and requires one step outside the loop.","Correct. It correctly maps the initialization, condition, and update3333.",This would be an infinite loop.,"This increments $i$ twice per loop, resulting in a different pattern.","A for loop is a shortcut that consolidates the initialization, the condition, and the update step into a single header34. Option B correctly captures all three elements.",,,,,,,,,,Loops,Loops
,767.0,xxx,J3 Ã¢â¬â Control Flow & Loops,"J3.5.2 Trace for-loop iterations, including off-by-one boundaries",Apply,"

```java
How many times will the body of the following for loop execute? for (int i = 1; i <= 5; i++) { // body }
```",4,5,6,0,B,"Incorrect. It runs 5 times: $i=1, 2, 3, 4, 5$.",Correct. The condition includes $i=5$.,The condition is inclusive of the endpoint.,It runs at least once.,"The loop initializes $i$ to 1 and continues as long as $i$ is less than or equal to 5. It will run for $i$ values 1, 2, 3, 4, and 5, resulting in 5 total iterations.",,,,,,,,,,Loops,Loops
,768.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.5.3 Use for-loops for counting and indexing arrays,Apply,"To access every element in an array named arr with 10 elements, what is the correct indexed loop boundary condition?",i <= arr.length,i < arr.length,i < 10,i <= 9,B,"Array indices go from 0 to length-1, so i <= length will cause an ArrayIndexOutOfBoundsException3535.",Correct. This iterates from index 0 up to (but not including) 103636.,This is correct only if you know the size (10) and is bad practice37.,"While correct for size 10, using .length is preferred38.",Array indices range from $0$ to arr.length - 1. The correct boundary condition to prevent an ArrayIndexOutOfBoundsException is i < arr.length39393939.,,,,,,,,,,Loops,Loops
,769.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.6.1 Use break to terminate loops early,Apply,"

```java
In the following loop, what is the final value of $i$? for (int i=0; i<10; i++) { if (i == 5) {break;} }
```",4,5,6,10,B,"The condition is checked, and $i$ is incremented before the next loop check.","Correct. When $i=5$, the break executes, but $i$ was incremented one last time by the for loop update expression40.",Incorrect.,The loop is terminated early by break.,"The loop stops when $i$ equals 5. Just before the break runs, $i=5$. After the break immediately terminates the loop41, the final value of $i$ is 5.",,,,,,,,,,Loops,Loops
,770.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.6.2 Use continue to skip iterations,Apply,"

```java
What is printed by the following code? for (int i=1; i<=3; i++) { if (i == 2) {continue;} System.out.print(i);}
```",123,12,13,Nothing,C,The continue statement skips the rest of the body when $i=2$.,The loop runs three times.,"Correct. When $i=2$, continue skips the print statement.",It prints 1 and 3.,"When $i=2$, the continue statement executes, skipping the rest of the loop body (the print statement) for that iteration424242. The output is 13.",,,,,,,,,,Loops,Loops
,772.0,xxx,J3 Ã¢â¬â Control Flow & Loops,"J3.1.2 Use logical operators &&, $\vert\vert$, ! in composite conditions",Apply,Which expression is equivalent to $!(x > 5)$?,$x < 5$,$x \ge 5$,$x \le 5$,$x != 5$,C,This excludes $x=5$.,This includes $x=5$.,Correct. Not greater than 5 is the same as less than or equal to 5.,This includes $x < 5$ and $x > 5$.,The NOT operator (!) negates the result. Not (greater than) is equivalent to less than or equal to44444444.,,,,,,,,,,Loops,Loops
,774.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.4 Detect infinite loops from code patterns,Apply,"

```java
To prevent the loop while (x >= 0) { ... } from becoming infinite, which statement must be included in the body?
```",x = 10;,x = 0;,x++;,x--;,D,"This would reset $x$, not guarantee termination.","This would reset $x$, not guarantee termination.","This makes $x$ increase, leading to an infinite loop.","Correct. Since the condition is $x \ge 0$, decrementing $x$ will eventually make it negative, terminating the loop.","

```java
Since the loop condition is $x \ge 0$, the value of $x$ must decrease to eventually make the condition false, which is achieved by x--;.
```",,,,,,,,,,Loops,Loops
,776.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.3.2 Refactor simple if-else into ternary safely,Apply,"

```java
Evaluate the ternary expression: int x = (10 > 5) ? 100 : 200;
```",10 > 5,100,200,TRUE,B,"The expression returns a value, not the condition.","Correct. The condition $10 > 5$ is true, so the first value (100) is returned.",Incorrect. The condition is true.,"The expression returns an integer value, not a boolean.","The condition $10 > 5$ evaluates to true. Therefore, the ternary operator selects and returns the value immediately following the question mark, which is 10045.",,,,,,,,,,Loops,Loops
,777.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.3 Trace do-while and contrast with while,Apply,"

```java
Given int x = 10; do {x--;} while (x < 5); what is the final value of $x$?
```",9,10,5,4,A,"Correct. The body executes once, $x$ becomes 9, and then the condition ($9 < 5$) is false, ending the loop46.",Incorrect. $x$ is decremented.,Incorrect.,Incorrect.,"The do-while loop executes its body once, regardless of the condition47. $x$ is decremented to 9. The condition $9 < 5$ is then checked, found to be false, and the loop terminates.",,,,,,,,,,Loops,Loops
,779.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.5.3 Use for-loops for counting and indexing arrays,Apply,"

```java
To iterate over the haystack array correctly using the enhanced for loop, what should replace the blanks? for ( _____ : _____ ) { }
```",int x : haystack.length,int x : haystack,int[] haystack : x,x : int haystack,B,"Incorrect syntax. The loop iterates over the array itself, not its length48.",Correct. The format is (Type var : Collection)49.,Incorrect syntax.,Incorrect syntax.,"

```java
The enhanced for-each loop syntax is: for (Type element : Collection). The collection must be iterable (like an array)50.
```",,,,,,,,,,Loops,Loops
,781.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.6.2 Use continue to skip iterations,Apply,"

```java
What is the output? for (int i=1; i<=5; i++) { if (i % 2 == 0) {continue;} System.out.print(i);}
```",135,24,12345,13,A,Correct. The print statement is skipped for $i=2$ and $i=4$ (even numbers).,Incorrect. Even numbers are skipped.,Incorrect. All numbers are printed.,Incorrect. Loop runs for $i=5$.,The continue statement causes the loop to skip the print statement whenever $i$ is an even number51. It prints only the odd numbers: 135.,,,,,,,,,,Loops,Loops
,784.0,xxx,J3 Ã¢â¬â Control Flow & Loops,J3.4.1 Trace while loop execution given code and initial state,Apply,"

```java
Given: int x = 10; while (x < 100) {x *= 2;} System.out.print(x); What is the output?
```",100,120,160,80,C,Incorrect. The loop stops when $x=160$.,Incorrect.,"Correct. Sequence: 10, 20, 40, 80, 160. Loop stops when $x$ becomes 16055.",Incorrect. The loop continues for $x=80$.,"The loop iteratively multiplies $x$ by 2: 10, 20, 40, 80. When $x$ reaches $80$, the loop runs once more, setting $x$ to 160. The condition $160 < 100$ is then false, and the loop terminates56.",,,,,,,,,,Loops,Loops
